Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
The National Games,02:05.84,9/23/2021,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,4/19/1998,64,Xian,CHN,0:02:05:84
NSW Open State Championships 2022,02:05.85,3/4/2022,Women 200 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,32,Sydney,AUS,0:02:05:85
17th FINA World Championships 2017,02:05.85,7/29/2017,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,33,Budapest,HUN,0:02:05:85
US Olympic Team Trials - Wave II,02:05.85,6/17/2021,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,65,Omaha,USA,0:02:05:85
13th FINA World Championships 2009,02:05.86,7/31/2009,Women 200 Backstroke LCM Female,ZIM,Zimbabwe,"COVENTRY, Kirsty",F,9/16/1983,34,Rome,ITA,0:02:05:86
Spring Spanish Championships,02:05.86,3/28/2015,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,66,Malaga,ESP,0:02:05:86
US National Championships (50m),02:05.87,7/25/2018,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,67,Irvine,USA,0:02:05:87
Chinese National Championships (50m),02:05.87,4/1/2013,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"JIAO, Liuyang",F,8/6/1991,68,Zhengzhou,CHN,0:02:05:87
Olympic Games Sydney 2000,02:05.88,9/20/2000,Women 200 Butterfly LCM Female,USA,United States of America,"HYMAN, Misty",F,3/23/1979,69,Sydney,AUS,0:02:05:88
14th FINA World Championships 2011,02:05.90,7/29/2011,Women 200 Backstroke LCM Female,USA,United States of America,"FRANKLIN, Missy",F,5/10/1995,35,Shanghai,CHN,0:02:05:90
19th FINA World Championships Budapest 2022,02:05.90,6/21/2022,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,70,Budapest,HUN,0:02:05:90
Olympic Games Rio 2016,02:05.90,8/10/2016,Women 200 Butterfly LCM Female,USA,United States of America,"ADAMS, Cammile",F,9/11/1991,71,Rio de Janeiro,BRA,0:02:05:90
Olympic Games London 2012,02:05.90,7/31/2012,Women 200 Butterfly LCM Female,USA,United States of America,"HERSEY, Kathleen",F,2/21/1990,72,London,GBR,0:02:05:90
14th FINA World Championships 2011,02:05.90,7/28/2011,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"LIU, Zige",F,3/31/1989,73,Shanghai,CHN,0:02:05:90
2011 New South Wales Open Champs,02:05.90,2/11/2011,Women 200 Butterfly LCM Female,GBR,Great Britain,"GANDY, Ellen",F,8/15/1991,74,Sydney ,AUS,0:02:05:90
14th FINA World Championships 2011,02:05.91,7/28/2011,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,75,Shanghai,CHN,0:02:05:91
Olympic Games London 2012,02:05.92,8/3/2012,Women 200 Backstroke LCM Female,RUS,Russian Federation,"ZUEVA, Anastasia",F,5/8/1990,36,London,GBR,0:02:05:92
19th FINA World Championships Budapest 2022,02:05.93,6/23/2022,Women 200 Backstroke LCM Female,USA,United States of America,"BACON, Phoebe",F,8/12/2002,37,Budapest,HUN,0:02:05:93
TYR Pro Swim Series Knoxville 2020,02:05.94,1/19/2020,Women 200 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,38,Knoxville,USA,0:02:05:94
Canadian Swimming Trials 2019,02:05.94,4/5/2019,Women 200 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,39,Toronto,CAN,0:02:05:94
Australian National Championships (50m),02:05.95,5/19/2022,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,1,Adelaide,AUS,0:02:05:95
2012 NSW State Open Championshps,02:05.95,2/10/2012,Women 200 Butterfly LCM Female,GBR,Great Britain,"GANDY, Ellen",F,8/15/1991,76,Sydney,AUS,0:02:05:95
13th FINA World Championships 2009,02:05.95,7/30/2009,Women 200 Butterfly LCM Female,CAN,Canada,"LACROIX, Audrey",F,11/17/1983,77,Rome,ITA,0:02:05:95
18th FINA World Championships 2019,02:05.96,7/24/2019,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,78,Gwangju,KOR,0:02:05:96
-,02:05.96,8/13/1981,Women 200 Butterfly LCM Female,USA,United States of America,"MEAGHER, Mary T",F,10/27/1964,79,Brown Deer,USA,0:02:05:96
17th FINA World Championships 2017,02:05.97,7/28/2017,Women 200 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,40,Budapest,HUN,0:02:05:97
21st Commonwealth Games 2018,02:05.98,4/8/2018,Women 200 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,41,Gold Coast,AUS,0:02:05:98
Japan Swim 2014,02:05.98,4/10/2014,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,80,Tokyo,JPN,0:02:05:98
Olympic Games Rio 2016,02:05.99,8/12/2016,Women 200 Backstroke LCM Female,USA,United States of America,"DI RADO, Maya",F,4/5/1993,42,Rio de Janeiro,BRA,0:02:05:99
13th FINA World Championships 2009,02:05.99,7/29/2009,Women 200 Butterfly LCM Female,AUS,Australia,"HAMILL, Samantha",F,2/23/1991,81,Rome,ITA,0:02:05:99
18th FINA World Championships 2019,02:06.01,7/26/2019,Women 200 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,43,Gwangju,KOR,0:02:06:01
British Gas Swimming Championships 2012,02:06.01,3/3/2012,Women 200 Butterfly LCM Female,GBR,Great Britain,"GANDY, Ellen",F,8/15/1991,82,London,GBR,0:02:06:01
17th FINA World Championships 2017,02:06.02,7/27/2017,Women 200 Butterfly LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,83,Budapest,HUN,0:02:06:02
Olympic Games Rio 2016,02:06.03,8/11/2016,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,44,Rio de Janeiro,BRA,0:02:06:03
Olympic Games Rio 2016,02:06.05,8/12/2016,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,45,Rio de Janeiro,BRA,0:02:06:05
2011 International Competition Selection Trial,02:06.05,4/9/2011,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,84,Shizuoka,JPN,0:02:06:05
Olympic Games Athens 2004,02:06.05,8/18/2004,Women 200 Butterfly LCM Female,POL,Poland,"JEDRZEJCZAK, Otylia",F,12/13/1983,85,Athens,GRE,0:02:06:05
14th FINA World Championships 2011,02:06.06,7/30/2011,Women 200 Backstroke LCM Female,AUS,Australia,"HOCKING, Belinda",F,9/14/1990,46,Shanghai,CHN,0:02:06:06
Olympic Games Rio 2016,02:06.06,8/9/2016,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,86,Rio de Janeiro,BRA,0:02:06:06
European Championships 2021,02:06.08,5/23/2021,Women 200 Backstroke LCM Female,ITA,Italy,"PANZIERA, Margherita",F,8/12/1995,47,Budapest,HUN,0:02:06:08
19th FINA World Championships Budapest 2022,02:06.08,6/22/2022,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,87,Budapest,HUN,0:02:06:08
14th FINA World Championships 2011,02:06.08,7/28/2011,Women 200 Butterfly LCM Female,AUS,Australia,"RICE, Stephanie",F,6/17/1988,88,Shanghai,CHN,0:02:06:08
Olympic Games Rio 2016,02:06.09,8/11/2016,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,48,Rio de Janeiro,BRA,0:02:06:09
USA Olympic Team Trials,02:06.09,7/5/2008,Women 200 Backstroke LCM Female,USA,United States of America,"HOELZER, Margaret",F,3/30/1983,49,Omaha,USA,0:02:06:09
15th FINA World Championships 2013,02:06.09,8/1/2013,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,89,Barcelona,ESP,0:02:06:09
18th Commonwealth Games 2006,02:06.09,3/21/2006,Women 200 Butterfly LCM Female,AUS,Australia,"SCHIPPER, Jess",F,11/19/1986,90,Melbourne,AUS,0:02:06:09
Olympic Games London 2012,02:06.10,7/31/2012,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"JIAO, Liuyang",F,8/6/1991,91,London,GBR,0:02:06:10
Chinese National Championships (50m),02:06.11,5/3/2021,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,4/19/1998,92,Qingdao,CHN,0:02:06:11
TYR Pro Swim Series Des Moines 2020,02:06.11,3/5/2020,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,93,Des Moines,USA,0:02:06:11
13th FINA World Championships 2009,02:06.11,7/30/2009,Women 200 Butterfly LCM Female,AUS,Australia,"HAMILL, Samantha",F,2/23/1991,94,Rome,ITA,0:02:06:11
US Olympic Team Trials,02:06.12,6/25/2012,Women 200 Backstroke LCM Female,USA,United States of America,"FRANKLIN, Missy",F,5/10/1995,50,Omaha,USA,0:02:06:12
18th FINA World Championships 2019,02:06.12,7/26/2019,Men 200 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,2/22/1997,2,Gwangju,KOR,0:02:06:12
Japan National Championships (50m),02:06.12,4/11/2013,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,95,Nagaoka,JPN,0:02:06:12
16th FINA World Championships 2015,02:06.12,8/3/2015,Women 200 Medley LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,1,Kazan,RUS,0:02:06:12
British Gas National Championships (50m),02:06.13,3/5/2011,Women 200 Butterfly LCM Female,GBR,Great Britain,"GANDY, Ellen",F,8/15/1991,96,Manchester,GBR,0:02:06:13
13th Pan Pacific Championships 2018,02:06.14,8/12/2018,Women 200 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,51,Tokyo,JPN,0:02:06:14
US National Championships (50m),02:06.14,7/25/2018,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,97,Irvine,USA,0:02:06:14
13th FINA World Championships 2009,02:06.15,7/27/2009,Women 200 Medley LCM Female,USA,United States of America,"KUKORS, Ariana",F,6/1/1989,2,Rome,ITA,0:02:06:15
TYR Pro Swim Series Des Moines 2020,02:06.16,3/6/2020,Women 200 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,52,Des Moines,USA,0:02:06:16
Olympic Games Tokyo 2020,02:06.17,7/31/2021,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,53,Tokyo,JPN,0:02:06:17
2017 National Games ,02:06.17,9/1/2017,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,4/19/1998,98,Tianjin,CHN,0:02:06:17
European Championships 2018,02:06.18,8/9/2018,Women 200 Backstroke LCM Female,ITA,Italy,"PANZIERA, Margherita",F,8/12/1995,54,Glasgow,GBR,0:02:06:18
16th FINA World Championships 2015,02:06.18,8/7/2015,Women 200 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,55,Kazan,RUS,0:02:06:18
Olympic Games London 2012,02:06.18,8/2/2012,Women 200 Backstroke LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,56,London,GBR,0:02:06:18
German National Championships (50m),02:06.18,6/17/2017,Women 200 Butterfly LCM Female,GER,Germany,"HENTKE, Franziska",F,6/4/1989,99,Berlin,GER,0:02:06:18
German National Championships (50m),02:06.18,6/16/2017,Women 200 Butterfly LCM Female,GER,Germany,"HENTKE, Franziska",F,6/4/1989,100,Berlin,GER,0:02:06:18
13th FINA World Championships 2009,02:06.21,7/29/2009,Women 200 Butterfly LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,101,Rome,ITA,0:02:06:21
Olympic Games Beijing 2008,02:06.23,8/16/2008,Women 200 Backstroke LCM Female,USA,United States of America,"HOELZER, Margaret",F,3/30/1983,57,Beijing,CHN,0:02:06:23
Olympic Games Tokyo 2020,02:06.23,7/28/2021,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,102,Tokyo,JPN,0:02:06:23
Asian Swimming Championships 2009,02:06.23,11/25/2009,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"LIU, Zige",F,3/31/1989,103,Foshan,CHN,0:02:06:23
18th FINA World Championships 2019,02:06.25,7/24/2019,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,104,Gwangju,KOR,0:02:06:25
Spanish Open Swimming Championships,02:06.25,3/31/2011,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,105,Madrid,ESP,0:02:06:25
Olympic Games Beijing 2008,02:06.25,8/13/2008,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"LIU, Zige",F,3/31/1989,106,Beijing,CHN,0:02:06:25
18th FINA World Championships 2019,02:06.26,7/27/2019,Women 200 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,58,Gwangju,KOR,0:02:06:26
Olympic Games Beijing 2008,02:06.26,8/14/2008,Women 200 Butterfly LCM Female,AUS,Australia,"SCHIPPER, Jess",F,11/19/1986,107,Beijing,CHN,0:02:06:26
Hancock Prospecting Australian Swimming Trials 2021,02:06.28,6/15/2021,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,3,Adelaide,AUS,0:02:06:28
US National Championships (50m),02:06.29,6/25/2013,Women 200 Backstroke LCM Female,USA,United States of America,"PELTON, Elizabeth",F,11/26/1993,59,Indianapolis,USA,0:02:06:29
2017 National Games ,02:06.29,9/1/2017,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHOU, Yilin",F,9/18/1992,108,Tianjin,CHN,0:02:06:29
17th FINA World Championships 2017,02:06.29,7/26/2017,Women 200 Butterfly LCM Female,GER,Germany,"HENTKE, Franziska",F,6/4/1989,109,Budapest,HUN,0:02:06:29
Japan Swim 2017,02:06.29,4/13/2017,Women 200 Butterfly LCM Female,JPN,Japan,"HASEGAWA, Suzuka",F,1/25/2000,110,Aichi,JPN,0:02:06:29
14th FINA World Championships 2011,02:06.30,7/27/2011,Women 200 Butterfly LCM Female,GBR,Great Britain,"LOWE, Jemma",F,3/31/1990,111,Shanghai,CHN,0:02:06:30
Chinese National Championships (50m),02:06.31,5/4/2021,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,4/19/1998,112,Qingdao,CHN,0:02:06:31
19th FINA World Championships Budapest 2022,02:06.32,6/22/2022,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,4/19/1998,113,Budapest,HUN,0:02:06:32
Japan Swim 2016,02:06.32,4/7/2016,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,114,Tokyo,JPN,0:02:06:32
13th FINA World Championships 2009,02:06.32,7/29/2009,Women 200 Butterfly LCM Female,AUS,Australia,"HAMILL, Samantha",F,2/23/1991,115,Rome,ITA,0:02:06:32
US National Championships (50m),02:06.33,6/25/2013,Women 200 Backstroke LCM Female,USA,United States of America,"FRANKLIN, Missy",F,5/10/1995,60,Indianapolis,USA,0:02:06:33
FINA/airweave Swimming World Cup 2015,02:06.33,8/12/2015,Women 200 Butterfly LCM Female,USA,United States of America,"ADAMS, Cammile",F,9/11/1991,116,Moscow,RUS,0:02:06:33
Spanish Open Spring Swimming Championships ,02:06.33,4/10/2014,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,117,Palma de Mallorca,ESP,0:02:06:33
16th FINA World Championships 2015,02:06.34,8/8/2015,Women 200 Backstroke LCM Female,USA,United States of America,"FRANKLIN, Missy",F,5/10/1995,61,Kazan,RUS,0:02:06:34
Spanish Open National Championships ,02:06.34,3/19/2016,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,118,Sabadell,ESP,0:02:06:34
Olympic Games Beijing 2008,02:06.34,8/13/2008,Women 200 Butterfly LCM Female,AUS,Australia,"SCHIPPER, Jess",F,11/19/1986,119,Beijing,CHN,0:02:06:34
Hancock Prospecting Australian Swimming Trials 2019,02:06.35,6/14/2019,Women 200 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,62,Brisbane,AUS,0:02:06:35
Phillips 66 International Team Trials 2022,02:06.35,4/26/2022,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,120,Greensboro,USA,0:02:06:35
14th FINA World Championships 2011,02:06.35,7/28/2011,Women 200 Butterfly LCM Female,HUN,Hungary,"JAKABOS, Zsuzsanna",F,4/3/1989,121,Shanghai,CHN,0:02:06:35
Atlanta PSS 2018,02:06.36,3/2/2018,Women 200 Backstroke LCM Female,CAN,Canada,"RUCK, Taylor",F,5/28/2000,63,Atlanta,USA,0:02:06:36
McDonalds Queensland Championships 2015,02:06.36,12/15/2015,Women 200 Butterfly LCM Female,AUS,Australia,"GROVES, Madeline",F,5/25/1995,122,Brisbane,AUS,0:02:06:36
16th FINA World Championships 2015,02:06.36,8/5/2015,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,123,Kazan,RUS,0:02:06:36
Olympic Games Athens 2004,02:06.36,8/18/2004,Women 200 Butterfly LCM Female,AUS,Australia,"THOMAS, Petria",F,8/25/1975,124,Athens,GRE,0:02:06:36
Olympic Games London 2012,02:06.37,7/31/2012,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,125,London,GBR,0:02:06:37
British Gas Swimming Championships 2012,02:06.37,3/3/2012,Women 200 Butterfly LCM Female,GBR,Great Britain,"LOWE, Jemma",F,3/31/1990,126,London,GBR,0:02:06:37
-,02:06.37,7/30/1980,Women 200 Butterfly LCM Female,USA,United States of America,"MEAGHER, Mary T",F,10/27/1964,127,Irvine,USA,0:02:06:37
Hancock Prospecting Australian Swimming Trials 2021,02:06.38,6/17/2021,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,64,Adelaide,AUS,0:02:06:38
US National Championships (50m),02:06.38,6/28/2017,Women 200 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,65,Indianapolis,USA,0:02:06:38
Olympic Games Tokyo 2020,02:06.38,7/29/2021,Men 200 Breaststroke LCM Male,AUS,Australia,"STUBBLETY-COOK, Zac",M,1/4/1999,4,Tokyo,JPN,0:02:06:38
Olympic Games Tokyo 2020,02:06.39,7/31/2021,Women 200 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,1/25/2000,66,Tokyo,JPN,0:02:06:39
13th FINA World Championships 2009,02:06.39,8/1/2009,Women 200 Backstroke LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,67,Rome,ITA,0:02:06:39
Missouri Grand Prix 2008,02:06.39,2/16/2008,Women 200 Backstroke LCM Female,ZIM,Zimbabwe,"COVENTRY, Kirsty",F,9/16/1983,68,Mizzou Aquatic Cente,USA,0:02:06:39
TYR Pro Swim Series Des Moines 2020,02:06.39,3/5/2020,Women 200 Butterfly LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,128,Des Moines,USA,0:02:06:39
12th FINA World Championships 2007,02:06.39,3/29/2007,Women 200 Butterfly LCM Female,AUS,Australia,"SCHIPPER, Jess",F,11/19/1986,129,Melbourne,AUS,0:02:06:39
Olympic Games Tokyo 2020,02:06.40,7/31/2021,Women 200 Backstroke LCM Female,USA,United States of America,"BACON, Phoebe",F,8/12/2002,69,Tokyo,JPN,0:02:06:40
2014 NSW State Open Championships,02:06.40,2/28/2014,Women 200 Backstroke LCM Female,AUS,Australia,"HOCKING, Belinda",F,9/14/1990,70,Sydney,AUS,0:02:06:40
Japan National Championships (50m),02:06.40,4/7/2021,Men 200 Breaststroke LCM Male,JPN,Japan,"SATO, Shoma",M,2/8/2001,5,Tokyo,JPN,0:02:06:40
FINA Champions Swim Series 2019,02:06.40,6/1/2019,Women 200 Butterfly LCM Female,USA,United States of America,"FLICKINGER, Hali",F,7/7/1994,130,Indianapolis,USA,0:02:06:40
16th FINA World Championships 2015,02:06.40,8/6/2015,Women 200 Butterfly LCM Female,USA,United States of America,"ADAMS, Cammile",F,9/11/1991,131,Kazan,RUS,0:02:06:40
19th FINA World Championships Budapest 2022,02:06.41,6/23/2022,Women 200 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,71,Budapest,HUN,0:02:06:41
FINA Champions Swim Series 2019,02:06.41,5/11/2019,Women 200 Backstroke LCM Female,ITA,Italy,"PANZIERA, Margherita",F,8/12/1995,72,Budapest,HUN,0:02:06:41
13th Pan Pacific Championships 2018,02:06.41,8/12/2018,Women 200 Backstroke LCM Female,CAN,Canada,"RUCK, Taylor",F,5/28/2000,73,Tokyo,JPN,0:02:06:41
Japan Selection Trial for 19th FINA World Championships 2022,02:06.41,3/4/2022,Women 200 Butterfly LCM Female,JPN,Japan,"HAYASHI, Kina",F,7/14/2001,132,Tokyo,JPN,0:02:06:41
Olympic Games London 2012,02:06.41,7/31/2012,Women 200 Butterfly LCM Female,USA,United States of America,"HERSEY, Kathleen",F,2/21/1990,133,London,GBR,0:02:06:41
21st Commonwealth Games 2018,02:06.42,4/8/2018,Women 200 Backstroke LCM Female,CAN,Canada,"RUCK, Taylor",F,5/28/2000,74,Gold Coast,AUS,0:02:06:42
Olympic Games Beijing 2008,02:06.42,8/13/2008,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"JIAO, Liuyang",F,8/6/1991,134,Beijing,CHN,0:02:06:42
US National Championships (50m),02:06.43,7/26/2018,Women 200 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,75,Irvine,USA,0:02:06:43
US National Championships (50m),02:06.43,7/26/2018,Women 200 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,76,Irvine,USA,0:02:06:43
Japan Open 2013 (50m),02:06.43,5/24/2013,Women 200 Butterfly LCM Female,JPN,Japan,"HOSHI, Natsumi",F,8/21/1990,135,Sagamihara,JPN,0:02:06:43
13th FINA World Championships 2009,02:06.45,7/29/2009,Women 200 Butterfly LCM Female,GER,Germany,"MEHLHORN, Annika",F,8/5/1983,136,Rome,ITA,0:02:06:45
US Olympic Team Trials - Wave II,02:06.46,6/19/2021,Women 200 Backstroke LCM Female,USA,United States of America,"BACON, Phoebe",F,8/12/2002,77,Omaha,USA,0:02:06:46
TYR Pro Swim Series Des Moines 2020,02:06.46,3/6/2020,Women 200 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,78,Des Moines,USA,0:02:06:46
13th Pan Pacific Championships 2018,02:06.46,8/12/2018,Women 200 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,79,Tokyo,JPN,0:02:06:46
15th FINA World Championships 2013,02:06.46,8/2/2013,Women 200 Backstroke LCM Female,USA,United States of America,"FRANKLIN, Missy",F,5/10/1995,80,Barcelona,ESP,0:02:06:46
16th Asian Games 2010,02:06.46,11/14/2010,Women 200 Backstroke LCM Female,CHN,People's Republic of China,"ZHAO, Jing",F,12/31/1990,81,Guangzhou,CHN,0:02:06:46
Olympic Games Beijing 2008,02:06.46,8/12/2008,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"LIU, Zige",F,3/31/1989,137,Beijing,CHN,0:02:06:46
TYR Pro Swim Series Bloomington 2019,02:06.47,5/18/2019,Women 200 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,82,Bloomington,USA,0:02:06:47
European Championships 2004,02:06.47,5/15/2004,Women 200 Butterfly LCM Female,POL,Poland,"JEDRZEJCZAK, Otylia",F,12/13/1983,138,Madrid,ESP,0:02:06:47
17th FINA World Championships 2017,02:06.48,7/29/2017,Women 200 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,83,Budapest,HUN,0:02:06:48
Australian National Championships (50m),02:06.49,4/12/2016,Women 200 Backstroke LCM Female,AUS,Australia,"HOCKING, Belinda",F,9/14/1990,84,Adelaide,AUS,0:02:06:49
Olympic Games Beijing 2008,02:06.49,8/12/2008,Women 200 Butterfly LCM Female,FRA,France,"MONGEL, Aurore",F,4/19/1982,139,Beijing,CHN,0:02:06:49
European Championships 2021,02:06.50,5/20/2021,Women 200 Butterfly LCM Female,HUN,Hungary,"KAPAS, Boglarka",F,4/22/1993,140,Budapest,HUN,0:02:06:50
Italian National Championships (50m),02:06.50,5/26/2009,Women 200 Butterfly LCM Female,ITA,Italy,"GIACCHETTI, Caterina",F,10/28/1988,141,Pescara,ITA,0:02:06:50
FINA/airweave Swimming World Cup 2015,02:06.51,8/12/2015,Women 200 Butterfly LCM Female,GER,Germany,"HENTKE, Franziska",F,6/4/1989,142,Moscow,RUS,0:02:06:51
16th FINA World Championships 2015,02:06.51,8/6/2015,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,4/19/1998,143,Kazan,RUS,0:02:06:51
Olympic Games Rio 2016,02:06.52,8/9/2016,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHOU, Yilin",F,9/18/1992,144,Rio de Janeiro,BRA,0:02:06:52
US Olympic Team Trials,02:06.52,6/25/2012,Women 200 Butterfly LCM Female,USA,United States of America,"ADAMS, Cammile",F,9/11/1991,145,Omaha,USA,0:02:06:52
10th Pan Pacific Championships 2006,02:06.52,8/17/2006,Women 200 Butterfly LCM Female,JPN,Japan,"NAKANISHI, Yuko",F,4/24/1981,146,Victoria,CAN,0:02:06:52
Olympic Games Tokyo 2020,02:06.53,7/29/2021,Women 200 Butterfly LCM Female,HUN,Hungary,"KAPAS, Boglarka",F,4/22/1993,147,Tokyo,JPN,0:02:06:53
European Championships 2014,02:06.53,8/23/2014,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,148,Berlin,GER,0:02:06:53
15th FINA World Championships 2013,02:06.53,7/31/2013,Women 200 Butterfly LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,149,Barcelona,ESP,0:02:06:53
8th Pan Pacific Championships 1999,02:06.53,8/25/1999,Women 200 Butterfly LCM Female,AUS,Australia,"O'NEILL, Susie",F,8/2/1973,150,Sydney,AUS,0:02:06:53
Chinese National Championships (50m),02:06.55,10/14/2017,Women 200 Backstroke LCM Female,CHN,People's Republic of China,"PENG, Xuwei",F,1/15/2003,85,Huangshan,CHN,0:02:06:55
Olympic Games London 2012,02:06.55,8/3/2012,Women 200 Backstroke LCM Female,USA,United States of America,"BEISEL, Elizabeth",F,8/18/1992,86,London,GBR,0:02:06:55
16th FINA World Championships 2015,02:06.56,8/7/2015,Women 200 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,87,Kazan,RUS,0:02:06:56
2016 CHN National Championships ,02:06.56,4/3/2016,Women 200 Butterfly LCM Female,CHN,People's Republic of China,"ZHOU, Yilin",F,9/18/1992,151,Foshan,CHN,0:02:06:56
